sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,qty,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,additional_images,related_skus,configurable_variations,additional_attributes
OC-10-MARBEL-150T-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella 150cm Table","Part of the ‘Intro Range’ the Marbella 90cm x 150cm table is a strong yet stylish garden and patio table ideal for both domestic and commercial use. Light and easy to move, the Marbella  is a...",,,1,"Taxable Goods","Not Visible Individually",299.00,,,,marbella-150cm-table-2,"Marbella 150cm Table","Marbella 150cm Table","Marbella 150cm Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",,,,color=COFFEE
OC-10-MARBEL-150T-0399-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Marbella 150cm Table","Part of the ‘Intro Range’ the Marbella 90cm x 150cm table is a strong yet stylish garden and patio table ideal for both domestic and commercial use. Light and easy to move, the Marbella  is a...",,,1,"Taxable Goods","Catalog, Search",,,,,marbella-150cm-table-grouped,"Marbella 150cm Table","Marbella 150cm Table","Marbella 150cm Table","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",/oc-10-marbel-150t-0399.jpg,"marbella-150cm-table imagen",,,,,"sku=OC-10-MARBEL-150T-0299,color=BLACK|sku=OC-10-MARBEL-150T-0399,color=COFFEE",
OC-10-MARBEL-90T-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella 90cm Table","Part of the ‘Intro Range’ the Marbella 90cm x 90cm table is a strong yet stylish garden and patio table ideal for both domestic and commercial use. Light and easy to move, the Marbella is a modular...",,,1,"Taxable Goods","Not Visible Individually",249.00,,,,marbella-90cm-table-1,"Marbella 90cm Table","Marbella 90cm Table","Marbella 90cm Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-90t-0299.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0299.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0299.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0299.jpg,"marbella-90cm-table imagen",,,,color=BLACK
OC-10-MARBEL-90T-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella 90cm Table","Part of the ‘Intro Range’ the Marbella 90cm x 90cm table is a strong yet stylish garden and patio table ideal for both domestic and commercial use. Light and easy to move, the Marbella is a modular...",,,1,"Taxable Goods","Not Visible Individually",249.00,,,,marbella-90cm-table-2,"Marbella 90cm Table","Marbella 90cm Table","Marbella 90cm Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",,,,color=COFFEE
OC-10-MARBEL-90T-0399-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Marbella 90cm Table","Part of the ‘Intro Range’ the Marbella 90cm x 90cm table is a strong yet stylish garden and patio table ideal for both domestic and commercial use. Light and easy to move, the Marbella is a modular...",,,1,"Taxable Goods","Catalog, Search",,,,,marbella-90cm-table-grouped,"Marbella 90cm Table","Marbella 90cm Table","Marbella 90cm Table","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",/oc-10-marbel-90t-0399.jpg,"marbella-90cm-table imagen",,,,,"sku=OC-10-MARBEL-90T-0299,color=BLACK|sku=OC-10-MARBEL-90T-0399,color=COFFEE",
OC-10-MARBEL-ACH-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella Arm Chair","Part of the ‘Intro Range’ the Marbella arm chair is a strong, comfortable chair ideal for both domestic and commercial use. Stackable, versatile and easy to move, this chair is a modular component...",,,1,"Taxable Goods","Not Visible Individually",149.00,,,,marbella-arm-chair-1,"Marbella Arm Chair","Marbella Arm Chair","Marbella Arm Chair","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-ach-0299.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0299.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0299.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0299.jpg,"marbella-arm-chair imagen",,,,color=BLACK
OC-10-MARBEL-ACH-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella Arm Chair","Part of the ‘Intro Range’ the Marbella arm chair is a strong, comfortable chair ideal for both domestic and commercial use. Stackable, versatile and easy to move, this chair is a modular component...",,,1,"Taxable Goods","Not Visible Individually",149.00,,,,marbella-arm-chair-2,"Marbella Arm Chair","Marbella Arm Chair","Marbella Arm Chair","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",,,,color=COFFEE
OC-10-MARBEL-ACH-0399-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Marbella Arm Chair","Part of the ‘Intro Range’ the Marbella arm chair is a strong, comfortable chair ideal for both domestic and commercial use. Stackable, versatile and easy to move, this chair is a modular component...",,,1,"Taxable Goods","Catalog, Search",,,,,marbella-arm-chair-grouped,"Marbella Arm Chair","Marbella Arm Chair","Marbella Arm Chair","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",/oc-10-marbel-ach-0399.jpg,"marbella-arm-chair imagen",,,,,"sku=OC-10-MARBEL-ACH-0299,color=BLACK|sku=OC-10-MARBEL-ACH-0399,color=COFFEE",
OC-10-MARBEL-CH-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella Side Chair","Part of the ‘Intro Range’ the Marbella side chair is a strong, comfortable chair ideal for both domestic and commercial use. Stackable, versatile and easy to move, this chair is a modular component...",,,1,"Taxable Goods","Not Visible Individually",119.00,,,,marbella-side-chair-1,"Marbella Side Chair","Marbella Side Chair","Marbella Side Chair","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-ch-0299.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0299.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0299.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0299.jpg,"marbella-side-chair imagen",,,,color=BLACK
OC-10-MARBEL-CH-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marbella Side Chair","Part of the ‘Intro Range’ the Marbella side chair is a strong, comfortable chair ideal for both domestic and commercial use. Stackable, versatile and easy to move, this chair is a modular component...",,,1,"Taxable Goods","Not Visible Individually",119.00,,,,marbella-side-chair-2,"Marbella Side Chair","Marbella Side Chair","Marbella Side Chair","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",,,,color=COFFEE
OC-10-MARBEL-CH-0399-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Marbella Side Chair","Part of the ‘Intro Range’ the Marbella side chair is a strong, comfortable chair ideal for both domestic and commercial use. Stackable, versatile and easy to move, this chair is a modular component...",,,1,"Taxable Goods","Catalog, Search",,,,,marbella-side-chair-grouped,"Marbella Side Chair","Marbella Side Chair","Marbella Side Chair","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",/oc-10-marbel-ch-0399.jpg,"marbella-side-chair imagen",,,,,"sku=OC-10-MARBEL-CH-0299,color=BLACK|sku=OC-10-MARBEL-CH-0399,color=COFFEE",
OC-10-MARSEILLE-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marseille 6 Seat Dining Set","The Rectangular Marseille rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional...",,,1,"Taxable Goods","Not Visible Individually",1799.00,,,,marseille-6-seat-dining-set-1,"Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marseille-0299.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-0299.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-0299.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-0299.jpg,"marseille-6-seat-dining-set imagen",,,,color=BLACK
OC-10-MARSEILLE-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marseille 6 Seat Dining Set","The Rectangular Marseille rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional...",,,1,"Taxable Goods","Not Visible Individually",1799.00,,,,marseille-6-seat-dining-set-2,"Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marseille-0399.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-0399.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-0399.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-0399.jpg,"marseille-6-seat-dining-set imagen",,,,color=COFFEE
OC-10-MARSEILLE-D499,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marseille 6 Seat Dining Set","The Rectangular Marseille rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional...",,,1,"Taxable Goods","Not Visible Individually",1799.00,,,,marseille-6-seat-dining-set-3,"Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marseille-d499.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d499.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d499.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d499.jpg,"marseille-6-seat-dining-set imagen",,,,color=MOCHA
OC-10-MARSEILLE-D599,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Marseille 6 Seat Dining Set","The Rectangular Marseille rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional...",,,1,"Taxable Goods","Not Visible Individually",1799.00,,,,marseille-6-seat-dining-set-4,"Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",,,,color=LATTE
OC-10-MARSEILLE-D599-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Marseille 6 Seat Dining Set","The Rectangular Marseille rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional...",,,1,"Taxable Goods","Catalog, Search",,,,,marseille-6-seat-dining-set-grouped,"Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","Marseille 6 Seat Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",/oc-10-marseille-d599.jpg,"marseille-6-seat-dining-set imagen",,,,,"sku=OC-10-MARSEILLE-0299,color=BLACK|sku=OC-10-MARSEILLE-0399,color=COFFEE|sku=OC-10-MARSEILLE-D499,color=MOCHA|sku=OC-10-MARSEILLE-D599,color=LATTE",
OC-10-MARSEILLE-CCCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Marseille 6 Seat Dining Set - Charcoal Cover Set","Marseille 6 Seat Dining Set - Charcoal Cover Set",,,1,"Taxable Goods","Catalog, Search",139.00,,,,marseille-6-seat-dining-set-charcoal-cover-set-1,"Marseille 6 Seat Dining Set - Charcoal Cover Set","Marseille 6 Seat Dining Set - Charcoal Cover Set","Marseille 6 Seat Dining Set - Charcoal Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-marseille-cccset.jpg,"marseille-6-seat-dining-set-charcoal-cover-set imagen",/oc-10-marseille-cccset.jpg,"marseille-6-seat-dining-set-charcoal-cover-set imagen",/oc-10-marseille-cccset.jpg,"marseille-6-seat-dining-set-charcoal-cover-set imagen",/oc-10-marseille-cccset.jpg,"marseille-6-seat-dining-set-charcoal-cover-set imagen",,,,
OC-10-MONACO-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Monaco Sofa/Dining Set ","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x Corner chair
	2 x End chairs
	3 x Internal chairs
	3 x Stools
	1 x 150cm x 90cm Table
	Complete set of cushions
	Cushion...",,,1,"Taxable Goods","Not Visible Individually",2099.00,,,,monaco-sofa-dining-set--1,"Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-monaco-0299.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-0299.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-0299.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-0299.jpg,"monaco-sofa-dining-set- imagen",,,,color=BLACK
OC-10-MONACO-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Monaco Sofa/Dining Set ","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x Corner chair
	2 x End chairs
	3 x Internal chairs
	3 x Stools
	1 x 150cm x 90cm Table
	Complete set of cushions
	Cushion...",,,1,"Taxable Goods","Not Visible Individually",2099.00,,,,monaco-sofa-dining-set--2,"Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-monaco-0399.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-0399.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-0399.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-0399.jpg,"monaco-sofa-dining-set- imagen",,,,color=COFFEE
OC-10-MONACO-D499,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Monaco Sofa/Dining Set ","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x Corner chair
	2 x End chairs
	3 x Internal chairs
	3 x Stools
	1 x 150cm x 90cm Table
	Complete set of cushions
	Cushion...",,,1,"Taxable Goods","Not Visible Individually",2099.00,,,,monaco-sofa-dining-set--3,"Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-monaco-d499.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d499.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d499.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d499.jpg,"monaco-sofa-dining-set- imagen",,,,color=MOCHA
OC-10-MONACO-D599,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Monaco Sofa/Dining Set ","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x Corner chair
	2 x End chairs
	3 x Internal chairs
	3 x Stools
	1 x 150cm x 90cm Table
	Complete set of cushions
	Cushion...",,,1,"Taxable Goods","Not Visible Individually",2099.00,,,,monaco-sofa-dining-set--4,"Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",,,,color=LATTE
OC-10-MONACO-D599-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Monaco Sofa/Dining Set ","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x Corner chair
	2 x End chairs
	3 x Internal chairs
	3 x Stools
	1 x 150cm x 90cm Table
	Complete set of cushions
	Cushion...",,,1,"Taxable Goods","Catalog, Search",,,,,monaco-sofa-dining-set--grouped,"Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","Monaco Sofa/Dining Set ","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",/oc-10-monaco-d599.jpg,"monaco-sofa-dining-set- imagen",,,,,"sku=OC-10-MONACO-0299,color=BLACK|sku=OC-10-MONACO-0399,color=COFFEE|sku=OC-10-MONACO-D499,color=MOCHA|sku=OC-10-MONACO-D599,color=LATTE",
OC-10-MONACO-CCCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Monaco Sofa/Dining Set - Charcoal Cover Set","Monaco Sofa/Dining Set - Charcoal Cover Set",,,1,"Taxable Goods","Catalog, Search",339.00,,,,monaco-sofa-dining-set-charcoal-cover-set-1,"Monaco Sofa/Dining Set - Charcoal Cover Set","Monaco Sofa/Dining Set - Charcoal Cover Set","Monaco Sofa/Dining Set - Charcoal Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-monaco-cccset.jpg,"monaco-sofa-dining-set-charcoal-cover-set imagen",/oc-10-monaco-cccset.jpg,"monaco-sofa-dining-set-charcoal-cover-set imagen",/oc-10-monaco-cccset.jpg,"monaco-sofa-dining-set-charcoal-cover-set imagen",/oc-10-monaco-cccset.jpg,"monaco-sofa-dining-set-charcoal-cover-set imagen",,,,
OC-10-MONACO-CCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Monaco Sofa/Dining Set - Cushion Cover Set","Monaco Sofa/Dining Set - Cushion Cover Set",,,1,"Taxable Goods","Catalog, Search",279.00,,,,monaco-sofa-dining-set-cushion-cover-set-1,"Monaco Sofa/Dining Set - Cushion Cover Set","Monaco Sofa/Dining Set - Cushion Cover Set","Monaco Sofa/Dining Set - Cushion Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-monaco-ccset.jpg,"monaco-sofa-dining-set-cushion-cover-set imagen",/oc-10-monaco-ccset.jpg,"monaco-sofa-dining-set-cushion-cover-set imagen",/oc-10-monaco-ccset.jpg,"monaco-sofa-dining-set-cushion-cover-set imagen",/oc-10-monaco-ccset.jpg,"monaco-sofa-dining-set-cushion-cover-set imagen",,,,
OC-10-MONTEC-0299,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Monte Carlo Sofa Set","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x 2 Seater Sofa
	2 x Armchairs
	1 x Coffee Table
	1 x Side Table
	Complete Set of Cushions 
	Cushion covers are machine washable at...",,,1,"Taxable Goods","Not Visible Individually",949.00,,,,monte-carlo-sofa-set-1,"Monte Carlo Sofa Set","Monte Carlo Sofa Set","Monte Carlo Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-montec-0299.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-0299.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-0299.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-0299.jpg,"monte-carlo-sofa-set imagen",,,,color=BLACK
OC-10-MONTEC-0399,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Monte Carlo Sofa Set","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x 2 Seater Sofa
	2 x Armchairs
	1 x Coffee Table
	1 x Side Table
	Complete Set of Cushions 
	Cushion covers are machine washable at...",,,1,"Taxable Goods","Not Visible Individually",949.00,,,,monte-carlo-sofa-set-2,"Monte Carlo Sofa Set","Monte Carlo Sofa Set","Monte Carlo Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-montec-0399.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-0399.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-0399.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-0399.jpg,"monte-carlo-sofa-set imagen",,,,color=COFFEE
OC-10-MONTEC-D499,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Monte Carlo Sofa Set","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x 2 Seater Sofa
	2 x Armchairs
	1 x Coffee Table
	1 x Side Table
	Complete Set of Cushions 
	Cushion covers are machine washable at...",,,1,"Taxable Goods","Not Visible Individually",949.00,,,,monte-carlo-sofa-set-3,"Monte Carlo Sofa Set","Monte Carlo Sofa Set","Monte Carlo Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-montec-d499.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d499.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d499.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d499.jpg,"monte-carlo-sofa-set imagen",,,,color=MOCHA
OC-10-MONTEC-D599,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Monte Carlo Sofa Set","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x 2 Seater Sofa
	2 x Armchairs
	1 x Coffee Table
	1 x Side Table
	Complete Set of Cushions 
	Cushion covers are machine washable at...",,,1,"Taxable Goods","Not Visible Individually",949.00,,,,monte-carlo-sofa-set-4,"Monte Carlo Sofa Set","Monte Carlo Sofa Set","Monte Carlo Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",,,,color=LATTE
OC-10-MONTEC-D599-G,,Default,configurable,"Default Category/Rattan Garden Sofas",base,"Monte Carlo Sofa Set","Aluminium Frame, Rust Resistant, 2 Year Warranty
	1 x 2 Seater Sofa
	2 x Armchairs
	1 x Coffee Table
	1 x Side Table
	Complete Set of Cushions 
	Cushion covers are machine washable at...",,,1,"Taxable Goods","Catalog, Search",,,,,monte-carlo-sofa-set-grouped,"Monte Carlo Sofa Set","Monte Carlo Sofa Set","Monte Carlo Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",/oc-10-montec-d599.jpg,"monte-carlo-sofa-set imagen",,,,,"sku=OC-10-MONTEC-0299,color=BLACK|sku=OC-10-MONTEC-0399,color=COFFEE|sku=OC-10-MONTEC-D499,color=MOCHA|sku=OC-10-MONTEC-D599,color=LATTE",
OC-10-MONTEC-CCCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Monte Carlo Sofa Set - Charcoal Cover Set","Monte Carlo Sofa Set - Charcoal Cover Set",,,1,"Taxable Goods","Catalog, Search",169.00,,,,monte-carlo-sofa-set-charcoal-cover-set-1,"Monte Carlo Sofa Set - Charcoal Cover Set","Monte Carlo Sofa Set - Charcoal Cover Set","Monte Carlo Sofa Set - Charcoal Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-montec-cccset.jpg,"monte-carlo-sofa-set-charcoal-cover-set imagen",/oc-10-montec-cccset.jpg,"monte-carlo-sofa-set-charcoal-cover-set imagen",/oc-10-montec-cccset.jpg,"monte-carlo-sofa-set-charcoal-cover-set imagen",/oc-10-montec-cccset.jpg,"monte-carlo-sofa-set-charcoal-cover-set imagen",,,,
OC-10-MONTEC-CCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Monte Carlo Sofa Set - Cushion Cover Set","Monte Carlo Sofa Set - Cushion Cover Set",,,1,"Taxable Goods","Catalog, Search",149.00,,,,monte-carlo-sofa-set-cushion-cover-set-1,"Monte Carlo Sofa Set - Cushion Cover Set","Monte Carlo Sofa Set - Cushion Cover Set","Monte Carlo Sofa Set - Cushion Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-montec-ccset.jpg,"monte-carlo-sofa-set-cushion-cover-set imagen",/oc-10-montec-ccset.jpg,"monte-carlo-sofa-set-cushion-cover-set imagen",/oc-10-montec-ccset.jpg,"monte-carlo-sofa-set-cushion-cover-set imagen",/oc-10-montec-ccset.jpg,"monte-carlo-sofa-set-cushion-cover-set imagen",,,,
OC-10-NY-RDB-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"New York Rattan Bistro Set","New York Bistro Set
	2 Folding Chairs
	Compact, lightweight, durable
	Available in all 4 colours


 ",,,1,"Taxable Goods","Not Visible Individually",169.00,,,,new-york-rattan-bistro-set-1,"New York Rattan Bistro Set","New York Rattan Bistro Set","New York Rattan Bistro Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-ny-rdb-0299.jpg,"new-york-rattan-bistro-set imagen",/oc-10-ny-rdb-0299.jpg,"new-york-rattan-bistro-set imagen",/oc-10-ny-rdb-0299.jpg,"new-york-rattan-bistro-set imagen",/oc-10-ny-rdb-0299.jpg,"new-york-rattan-bistro-set imagen",,,,color=BLACK
OC-10-NY-RDB-D499,,Default,simple,"Default Category/Rattan Garden Furniture",base,"New York Rattan Bistro Set","New York Bistro Set
	2 Folding Chairs
	Compact, lightweight, durable
	Available in all 4 colours


 ",,,1,"Taxable Goods","Not Visible Individually",169.00,,,,new-york-rattan-bistro-set-2,"New York Rattan Bistro Set","New York Rattan Bistro Set","New York Rattan Bistro Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-ny-rdb-d499.jpg,"new-york-rattan-bistro-set imagen",/oc-10-ny-rdb-d499.jpg,"new-york-rattan-bistro-set imagen",/oc-10-ny-rdb-d499.jpg,"new-york-rattan-bistro-set imagen",/oc-10-ny-rdb-d499.jpg,"new-york-rattan-bistro-set imagen",,,,color=MOCHA
